Point ID,Points_0,Points_1,Points_2,Points_Magnitude,UMean_0,UMean_1,UMean_2,UMean_Magnitude,U_0,U_1,U_2,U_Magnitude,alpha.oil,alpha.oilMean,arc_length,nut,p,pMean,p_rgh,vtkValidPointMask
23,0,0.005,0.00439945,0.00665997,-0.266365,66.7843,39.2323,77.4557,-1.45069,66.1674,39.155,76.8982,0.99064,0.995587,4.945e-05,7.40995e-10,1518.28,14864.2,1560.11,1
24,0,0.005,0.0044016,0.00666139,-0.2408,68.4287,40.2094,79.3685,-1.44565,67.8156,40.1453,78.8206,0.991577,0.99599,5.15999e-05,8.64031e-10,1547.13,14940.6,1589.01,1
25,0,0.005,0.00440375,0.00666281,-0.215234,70.0732,41.1865,81.2812,-1.44062,69.4639,41.1355,80.743,0.992514,0.996394,5.37499e-05,9.87068e-10,1575.99,15017.1,1617.91,1
26,0,0.005,0.0044059,0.00666423,-0.189669,71.7177,42.1637,83.194,-1.43558,71.1121,42.1258,82.6654,0.993451,0.996797,5.58998e-05,1.1101e-09,1604.85,15093.5,1646.81,1
27,0,0.005,0.00440805,0.00666565,-0.164103,73.3622,43.1408,85.1068,-1.43054,72.7603,43.1161,84.5879,0.994388,0.997201,5.80498e-05,1.23314e-09,1633.71,15169.9,1675.71,1
28,0,0.005,0.0044102,0.00666707,-0.138532,75.0071,44.1181,87.02,-1.4255,74.409,44.1065,86.5107,0.995326,0.997604,6.02002e-05,1.3562e-09,1662.58,15246.3,1704.61,1
29,0,0.005,0.00441235,0.0066685,-0.112967,76.6516,45.0952,88.9328,-1.42046,76.0572,45.0968,88.4332,0.996263,0.998008,6.23502e-05,1.47924e-09,1691.44,15322.8,1733.51,1
30,0,0.005,0.0044145,0.00666992,-0.0768002,77.7459,45.7414,90.2037,-1.39462,77.2136,45.789,89.7803,0.996836,0.998251,6.45001e-05,2.7838e-09,1727.23,15393.6,1769.33,1
31,0,0.005,0.00441665,0.00667134,-0.0285599,78.2137,46.0107,90.7434,-1.34507,77.8097,46.1416,90.4721,0.996995,0.998313,6.66501e-05,5.43406e-09,1770.91,15458.2,1813.02,1
32,0,0.005,0.0044188,0.00667277,0.0196803,78.6814,46.2801,91.2831,-1.29552,78.4058,46.4943,91.164,0.997154,0.998375,6.88001e-05,8.08432e-09,1814.6,15522.7,1856.71,1
33,0,0.005,0.00442095,0.00667419,0.0679206,79.1492,46.5494,91.8229,-1.24597,79.002,46.847,91.8559,0.997313,0.998437,7.095e-05,1.07346e-08,1858.28,15587.3,1900.4,1
34,0,0.005,0.0044231,0.00667561,0.116161,79.6169,46.8188,92.3627,-1.19642,79.5981,47.1997,92.5478,0.997472,0.998498,7.31e-05,1.33848e-08,1901.96,15651.8,1944.09,1
35,0,0.005,0.00442525,0.00667704,0.164401,80.0847,47.0881,92.9025,-1.14688,80.1943,47.5523,93.2398,0.99763,0.99856,7.52499e-05,1.60351e-08,1945.65,15716.4,1987.78,1
36,0,0.005,0.0044274,0.00667846,0.212641,80.5524,47.3575,93.4423,-1.09733,80.7904,47.905,93.9318,0.997789,0.998622,7.73999e-05,1.86854e-08,1989.33,15780.9,2031.47,1
37,0,0.005,0.00442955,0.00667989,0.260882,81.0202,47.6268,93.9822,-1.04778,81.3866,48.2577,94.6238,0.997948,0.998684,7.95498e-05,2.13356e-08,2033.01,15845.5,2075.16,1
38,0,0.005,0.0044317,0.00668131,0.309122,81.4879,47.8961,94.5221,-0.998232,81.9827,48.6103,95.3159,0.998107,0.998746,8.16998e-05,2.39859e-08,2076.7,15910,2118.85,1
39,0,0.005,0.00443385,0.00668274,0.357373,81.9558,48.1655,95.0621,-0.948673,82.579,48.9631,96.0082,0.998266,0.998807,8.38502e-05,2.66367e-08,2120.39,15974.6,2162.55,1
40,0,0.005,0.004436,0.00668417,0.405613,82.4236,48.4349,95.602,-0.899126,83.1751,49.3158,96.7003,0.998425,0.998869,8.60002e-05,2.9287e-08,2164.07,16039.1,2206.24,1
41,0,0.005,0.00443815,0.00668559,0.453853,82.8913,48.7042,96.142,-0.849578,83.7713,49.6684,97.3925,0.998584,0.998931,8.81501e-05,3.19372e-08,2207.75,16103.6,2249.93,1
42,0,0.005,0.0044403,0.00668702,0.502093,83.3591,48.9736,96.6819,-0.80003,84.3674,50.0211,98.0847,0.998743,0.998993,9.03001e-05,3.45875e-08,2251.44,16168.2,2293.62,1
43,0,0.005,0.00444245,0.00668845,0.550374,83.8274,49.2433,97.2226,-0.750492,84.9644,50.3743,98.7779,0.998901,0.999054,9.24501e-05,3.72414e-08,2295.27,16233.3,2337.46,1
44,0,0.005,0.0044446,0.00668988,0.598731,84.2967,49.5135,97.7645,-0.700973,85.5629,50.7283,99.473,0.999059,0.999115,9.46e-05,3.99024e-08,2339.39,16299.5,2381.59,1
45,0,0.005,0.00444675,0.00669131,0.64855,84.8158,49.8132,98.3641,-0.650884,86.195,51.1029,100.207,0.999173,0.999165,9.675e-05,4.2864e-08,2385.23,16383.5,2427.43,1
46,0,0.005,0.0044489,0.00669274,0.698647,85.3444,50.1184,98.9748,-0.600686,86.8334,51.4815,100.949,0.999278,0.999212,9.88999e-05,4.58829e-08,2431.39,16470.9,2473.6,1
47,0,0.005,0.00445105,0.00669417,0.748744,85.873,50.4236,99.5855,-0.550488,87.4718,51.86,101.691,0.999383,0.99926,0.00010105,4.89017e-08,2477.56,16558.3,2519.77,1
48,0,0.005,0.0044532,0.00669559,0.797441,85.8479,50.3998,99.5522,-0.496468,87.6522,51.9592,101.897,0.99877,0.998968,0.0001032,5.04626e-08,2517.12,16612.4,2559.3,1
49,0,0.005,0.00445535,0.00669702,0.845303,85.4926,50.1797,99.1348,-0.44017,87.5595,51.8919,101.782,0.997728,0.998474,0.00010535,5.11538e-08,2552.74,16646.6,2594.88,1
50,0,0.005,0.0044575,0.00669846,0.893165,85.1373,49.9597,98.7174,-0.383872,87.4668,51.8245,101.668,0.996686,0.997979,0.0001075,5.18451e-08,2588.37,16680.8,2630.46,1
51,0,0.005,0.00445965,0.00669989,0.941037,84.7819,49.7396,98.3,-0.327561,87.374,51.7572,101.554,0.995644,0.997484,0.00010965,5.25365e-08,2624,16715,2666.04,1
52,0,0.005,0.0044618,0.00670132,0.988899,84.4266,49.5196,97.8827,-0.271263,87.2813,51.6898,101.439,0.994602,0.99699,0.0001118,5.32277e-08,2659.62,16749.2,2701.62,1
53,0,0.005,0.00446395,0.00670275,1.03676,84.0714,49.2996,97.4654,-0.214965,87.1886,51.6225,101.325,0.99356,0.996495,0.00011395,5.3919e-08,2695.25,16783.4,2737.2,1
54,0,0.005,0.0044661,0.00670418,1.08462,83.716,49.0795,97.0482,-0.158666,87.0959,51.5551,101.211,0.992518,0.996001,0.0001161,5.46102e-08,2730.87,16817.6,2772.78,1
55,0,0.005,0.00446825,0.00670561,1.13248,83.3608,48.8595,96.631,-0.102368,87.0032,51.4878,101.097,0.991475,0.995506,0.00011825,5.53015e-08,2766.49,16851.8,2808.36,1
56,0,0.005,0.0044704,0.00670705,1.18035,83.0055,48.6395,96.2138,-0.0460696,86.9104,51.4204,100.983,0.990433,0.995012,0.0001204,5.59927e-08,2802.12,16886,2843.94,1
57,0,0.005,0.00447255,0.00670848,1.2331,82.7458,48.4729,95.9063,0.0172651,86.8952,51.4001,100.959,0.989978,0.994748,0.00012255,5.66096e-08,2854.09,16958.8,2895.89,1
58,0,0.005,0.0044747,0.00670991,1.28681,82.5046,48.3167,95.62,0.0819621,86.8951,51.3889,100.953,0.989635,0.994528,0.0001247,5.72121e-08,2909.23,17039,2951.02,1
59,0,0.005,0.00447685,0.00671135,1.34051,82.2635,48.1606,95.3337,0.146659,86.8949,51.3777,100.948,0.989293,0.994309,0.00012685,5.78146e-08,2964.37,17119.3,3006.14,1
60,0,0.005,0.004479,0.00671278,1.39421,82.0223,48.0044,95.0475,0.211356,86.8947,51.3665,100.942,0.988951,0.994089,0.000129,5.84171e-08,3019.51,17199.5,3061.27,1
61,0,0.005,0.00448115,0.00671422,1.44792,81.7812,47.8482,94.7613,0.276053,86.8945,51.3553,100.936,0.988609,0.99387,0.00013115,5.90196e-08,3074.65,17279.7,3116.39,1
62,0,0.005,0.0044833,0.00671565,1.50163,81.54,47.692,94.4751,0.340764,86.8943,51.3441,100.93,0.988267,0.993651,0.0001333,5.96222e-08,3129.8,17360,3171.53,1
63,0,0.005,0.00448545,0.00671709,1.55533,81.2988,47.5358,94.189,0.405461,86.8941,51.3329,100.925,0.987924,0.993431,0.00013545,6.02247e-08,3184.94,17440.2,3226.66,1
64,0,0.005,0.0044876,0.00671852,1.60904,81.0577,47.3796,93.903,0.470158,86.8939,51.3217,100.919,0.987582,0.993212,0.0001376,6.08272e-08,3240.08,17520.4,3281.78,1
65,0,0.005,0.00448975,0.00671996,1.66274,80.8165,47.2235,93.6169,0.534855,86.8937,51.3105,100.914,0.98724,0.992993,0.00013975,6.14297e-08,3295.22,17600.6,3336.91,1
66,0,0.005,0.0044919,0.0067214,1.69943,80.2248,46.8659,92.9264,0.566928,86.5012,51.0578,100.447,0.981408,0.991255,0.0001419,6.13084e-08,3314.75,17628.5,3356.18,1
67,0,0.005,0.00449405,0.00672283,1.72097,79.3207,46.3289,91.8755,0.569924,85.7591,50.5899,99.5705,0.970683,0.988163,0.00014405,6.05418e-08,3302.52,17609.7,3343.49,1
68,0,0.005,0.0044962,0.00672427,1.7425,78.4165,45.7919,90.8245,0.572921,85.0169,50.1221,98.6936,0.959959,0.985071,0.0001462,5.97753e-08,3290.3,17590.9,3330.81,1
69,0,0.005,0.00449835,0.00672571,1.76403,77.5124,45.2549,89.7735,0.575917,84.2747,49.6542,97.8167,0.949234,0.98198,0.00014835,5.90088e-08,3278.08,17572.1,3318.12,1
70,0,0.005,0.0045005,0.00672715,1.78571,76.6082,44.7179,88.7226,0.57892,83.5322,49.186,96.9393,0.938506,0.978891,0.0001505,5.82373e-08,3265.88,17553.3,3305.46,1
71,0,0.005,0.00450265,0.00672858,1.80899,75.7041,44.1811,87.6719,0.581996,82.7858,48.7154,96.0574,0.927742,0.97583,0.00015265,5.7413e-08,3253.95,17534.3,3293.07,1
72,0,0.005,0.0045048,0.00673002,1.83226,74.8,43.6443,86.6211,0.585072,82.0394,48.2448,95.1755,0.916978,0.97277,0.0001548,5.65887e-08,3242.02,17515.2,3280.67,1
73,0,0.005,0.00450695,0.00673146,1.85896,73.9424,43.133,85.6235,0.599641,81.3834,47.8306,94.4001,0.908647,0.970291,0.00015695,5.51017e-08,3233.95,17521.1,3272.25,1
74,0,0.005,0.0045091,0.0067329,1.88881,73.1279,42.6454,84.6752,0.624816,80.811,47.4685,93.7234,0.902567,0.968352,0.0001591,5.30032e-08,3229.46,17550.1,3267.51,1
75,0,0.005,0.00451125,0.00673434,1.91866,72.3135,42.1578,83.727,0.649991,80.2386,47.1064,93.0466,0.896487,0.966412,0.00016125,5.09048e-08,3224.97,17579.2,3262.76,1
76,0,0.005,0.0045134,0.00673578,1.94851,71.4991,41.6702,82.7788,0.675166,79.6663,46.7444,92.3699,0.890407,0.964473,0.0001634,4.88064e-08,3220.48,17608.2,3258.01,1
77,0,0.005,0.00451555,0.00673722,1.97836,70.6847,41.1826,81.8306,0.700342,79.0939,46.3823,91.6933,0.884327,0.962533,0.00016555,4.67079e-08,3215.99,17637.2,3253.27,1
78,0,0.005,0.0045177,0.00673867,2.00821,69.8703,40.6951,80.8825,0.725517,78.5215,46.0203,91.0166,0.878246,0.960593,0.0001677,4.46095e-08,3211.5,17666.2,3248.52,1
79,0,0.005,0.00451985,0.00674011,2.03806,69.0558,40.2075,79.9344,0.750692,77.9492,45.6582,90.34,0.872166,0.958654,0.00016985,4.25111e-08,3207.01,17695.2,3243.77,1
80,0,0.005,0.004522,0.00674155,2.06791,68.2414,39.7199,78.9863,0.775867,77.3768,45.2962,89.6633,0.866086,0.956714,0.000172,4.04126e-08,3202.52,17724.2,3239.03,1
81,0,0.005,0.00452415,0.00674299,2.09776,67.427,39.2323,78.0383,0.801042,76.8045,44.9341,88.9867,0.860006,0.954775,0.00017415,3.83142e-08,3198.03,17753.2,3234.28,1
82,0,0.005,0.0045263,0.00674443,2.12761,66.6126,38.7448,77.0903,0.826217,76.2321,44.572,88.3101,0.853926,0.952835,0.0001763,3.62157e-08,3193.54,17782.2,3229.53,1
83,0,0.005,0.00452845,0.00674588,2.15746,65.7982,38.2572,76.1424,0.851392,75.6597,44.21,87.6336,0.847846,0.950896,0.00017845,3.41173e-08,3189.05,17811.2,3224.79,1
84,0,0.005,0.0045306,0.00674732,2.17631,64.8601,37.6977,75.0513,0.844916,74.8292,43.6838,86.651,0.836079,0.947543,0.0001806,3.30668e-08,3170.9,17818.5,3206.14,1
85,0,0.005,0.00453275,0.00674876,2.18017,63.754,37.0406,73.7654,0.795283,73.647,42.9342,85.2517,0.816564,0.942266,0.00018275,3.3446e-08,3134.13,17796.2,3168.56,1
86,0,0.005,0.0045349,0.00675021,2.18403,62.6479,36.3834,72.4795,0.745649,72.4648,42.1845,83.8525,0.79705,0.936989,0.0001849,3.38252e-08,3097.37,17773.8,3130.98,1
87,0,0.005,0.00453705,0.00675165,2.18789,61.5417,35.7262,71.1936,0.696016,71.2826,41.4348,82.4533,0.777535,0.931711,0.00018705,3.42044e-08,3060.6,17751.5,3093.4,1
88,0,0.005,0.0045392,0.0067531,2.19175,60.4356,35.0691,69.9078,0.646382,70.1004,40.6852,81.0541,0.75802,0.926434,0.0001892,3.45835e-08,3023.84,17729.1,3055.81,1
89,0,0.005,0.00454135,0.00675454,2.19561,59.3295,34.4119,68.6221,0.596749,68.9182,39.9355,79.655,0.738505,0.921156,0.00019135,3.49627e-08,2987.07,17706.8,3018.23,1
90,0,0.005,0.0045435,0.00675599,2.19947,58.2233,33.7548,67.3363,0.547116,67.7361,39.1858,78.256,0.71899,0.915879,0.0001935,3.53419e-08,2950.31,17684.5,2980.65,1
91,0,0.005,0.00454565,0.00675744,2.20332,57.1172,33.0976,66.0506,0.497482,66.5539,38.4361,76.857,0.699475,0.910602,0.00019565,3.57211e-08,2913.54,17662.1,2943.07,1
92,0,0.005,0.0045478,0.00675888,2.20718,56.0111,32.4404,64.7649,0.447849,65.3717,37.6865,75.4581,0.67996,0.905324,0.0001978,3.61002e-08,2876.77,17639.8,2905.48,1
93,0,0.005,0.00454995,0.00676033,2.21104,54.9049,31.7833,63.4793,0.398215,64.1895,36.9368,74.0593,0.660446,0.900047,0.00019995,3.64794e-08,2840.01,17617.4,2867.9,1
94,0,0.005,0.0045521,0.00676178,2.2149,53.7988,31.1261,62.1937,0.348582,63.0073,36.1871,72.6605,0.640931,0.894769,0.0002021,3.68586e-08,2803.24,17595.1,2830.32,1
95,0,0.005,0.00455425,0.00676322,2.21691,52.7139,30.4817,60.9328,0.291294,61.7786,35.4084,71.207,0.620907,0.889246,0.00020425,3.72943e-08,2774.61,17566.2,2800.83,1
96,0,0.005,0.0045564,0.00676467,2.21551,51.6689,29.8612,59.7183,0.21994,60.4651,34.5765,69.6535,0.599958,0.883271,0.0002064,3.7834e-08,2760.97,17525.3,2786.29,1
97,0,0.005,0.00455855,0.00676612,2.21411,50.6238,29.2407,58.5038,0.148587,59.1516,33.7446,68.1002,0.579008,0.877297,0.00020855,3.83736e-08,2747.33,17484.3,2771.75,1
98,0,0.005,0.0045607,0.00676757,2.2127,49.5788,28.6202,57.2894,0.0772329,57.8381,32.9127,66.547,0.558059,0.871323,0.0002107,3.89133e-08,2733.69,17443.4,2757.21,1
99,0,0.005,0.00456285,0.00676902,2.2113,48.5338,27.9997,56.075,0.00587918,56.5245,32.0809,64.9939,0.53711,0.865348,0.00021285,3.9453e-08,2720.04,17402.4,2742.67,1
100,0,0.005,0.004565,0.00677047,2.2099,47.4887,27.3792,54.8606,-0.0654746,55.211,31.249,63.441,0.516161,0.859374,0.000215,3.99926e-08,2706.4,17361.5,2728.13,1
101,0,0.005,0.00456715,0.00677192,2.2085,46.4437,26.7587,53.6463,-0.136828,53.8975,30.4171,61.8883,0.495212,0.8534,0.00021715,4.05323e-08,2692.76,17320.5,2713.59,1
102,0,0.005,0.0045693,0.00677337,2.20251,45.4045,26.14,52.4378,-0.223242,52.5203,29.5423,60.2592,0.474411,0.847245,0.0002193,4.06934e-08,2679.38,17278.6,2699.31,1
103,0,0.005,0.00457145,0.00677482,2.18626,44.3784,25.5251,51.2421,-0.343254,51.001,28.5716,58.4598,0.453944,0.840687,0.00022145,4.00101e-08,2666.55,17234.6,2685.64,1
104,0,0.005,0.0045736,0.00677627,2.17001,43.3524,24.9102,50.0465,-0.463266,49.4817,27.6009,56.6609,0.433476,0.834129,0.0002236,3.93267e-08,2653.73,17190.5,2671.96,1
105,0,0.005,0.00457575,0.00677772,2.15377,42.3263,24.2953,48.8509,-0.583278,47.9624,26.6302,54.8625,0.413008,0.827572,0.00022575,3.86433e-08,2640.9,17146.5,2658.28,1
106,0,0.005,0.0045779,0.00677917,2.13752,41.3,23.6803,47.6551,-0.703316,46.4427,25.6592,53.0643,0.392536,0.821013,0.0002279,3.79598e-08,2628.08,17102.4,2644.6,1
107,0,0.005,0.00458005,0.00678062,2.12127,40.2739,23.0654,46.4596,-0.823328,44.9234,24.6885,51.2671,0.372068,0.814455,0.00023005,3.72765e-08,2615.25,17058.4,2630.92,1
108,0,0.005,0.0045822,0.00678208,2.10502,39.2478,22.4505,45.2641,-0.94334,43.4041,23.7178,49.4706,0.351601,0.807897,0.0002322,3.65931e-08,2602.43,17014.3,2617.24,1
109,0,0.005,0.00458435,0.00678353,2.08878,38.2217,21.8356,44.0687,-1.06335,41.8848,22.7471,47.675,0.331133,0.80134,0.00023435,3.59097e-08,2589.61,16970.3,2603.57,1
110,0,0.005,0.0045865,0.00678498,2.07253,37.1956,21.2207,42.8734,-1.18336,40.3655,21.7764,45.8802,0.310665,0.794782,0.0002365,3.52264e-08,2576.78,16926.3,2589.89,1
111,0,0.005,0.00458865,0.00678644,2.05629,36.1695,20.6058,41.6781,-1.30338,38.8462,20.8057,44.0864,0.290198,0.788224,0.00023865,3.4543e-08,2563.96,16882.2,2576.21,1
112,0,0.005,0.0045908,0.00678789,2.04004,35.1434,19.9909,40.4828,-1.42339,37.3269,19.835,42.2937,0.26973,0.781667,0.0002408,3.38597e-08,2551.14,16838.2,2562.53,1
113,0,0.005,0.00459295,0.00678934,2.02309,34.1666,19.4054,39.3449,-1.5396,35.838,18.8846,40.5384,0.250942,0.775322,0.00024295,3.30242e-08,2539.88,16795.5,2550.49,1
114,0,0.005,0.0045951,0.0067908,2.00409,33.3331,18.9051,38.3733,-1.64478,34.4371,17.9931,38.8892,0.237031,0.769594,0.0002451,3.17471e-08,2533.16,16756.8,2543.17,1
115,0,0.005,0.00459725,0.00679225,1.98509,32.4995,18.4048,37.4018,-1.74995,33.0362,17.1017,37.2414,0.223121,0.763867,0.00024725,3.04699e-08,2526.45,16718.1,2535.86,1
116,0,0.005,0.0045994,0.00679371,1.9661,31.666,17.9045,36.4303,-1.85513,31.6354,16.2103,35.5951,0.20921,0.75814,0.0002494,2.91928e-08,2519.73,16679.4,2528.55,1
117,0,0.005,0.00460155,0.00679516,1.9471,30.8322,17.4041,35.4587,-1.96033,30.2342,15.3186,33.9501,0.195297,0.752411,0.00025155,2.79154e-08,2513.02,16640.7,2521.24,1
118,0,0.005,0.0046037,0.00679662,1.9281,29.9987,16.9038,34.4873,-2.06551,28.8333,14.4272,32.3074,0.181386,0.746684,0.0002537,2.66382e-08,2506.3,16602,2513.93,1
119,0,0.005,0.00460585,0.00679808,1.9091,29.1651,16.4035,33.516,-2.17068,27.4324,13.5357,30.667,0.167475,0.740956,0.00025585,2.53611e-08,2499.59,16563.3,2506.62,1
120,0,0.005,0.004608,0.00679953,1.88814,28.3557,15.9169,32.5724,-2.27921,26.068,12.6658,29.0716,0.154752,0.735425,0.000258,2.42398e-08,2492.53,16523.9,2499.02,1
121,0,0.005,0.00461015,0.00680099,1.85849,27.653,15.4906,31.7506,-2.40251,24.8647,11.8908,27.6661,0.147272,0.730761,0.00026015,2.38067e-08,2483.95,16481.6,2490.12,1
122,0,0.005,0.0046123,0.00680245,1.82884,26.9503,15.0643,30.9289,-2.52581,23.6613,11.1158,26.264,0.139791,0.726097,0.0002623,2.33736e-08,2475.37,16439.2,2481.23,1
123,0,0.005,0.00461445,0.00680391,1.79919,26.2476,14.638,30.1073,-2.64911,22.4579,10.3408,24.8658,0.13231,0.721433,0.00026445,2.29405e-08,2466.78,16396.9,2472.34,1
124,0,0.005,0.0046166,0.00680536,1.76954,25.5449,14.2117,29.2856,-2.77241,21.2545,9.56576,23.4722,0.12483,0.716769,0.0002666,2.25073e-08,2458.2,16354.5,2463.45,1
125,0,0.005,0.00461875,0.00680682,1.73989,24.8423,13.7854,28.4641,-2.89572,20.0511,8.79075,22.0842,0.117349,0.712105,0.00026875,2.20742e-08,2449.62,16312.2,2454.56,1
126,0,0.005,0.0046209,0.00680828,1.71024,24.1396,13.3591,27.6425,-3.01902,18.8477,8.01573,20.7028,0.109869,0.707441,0.0002709,2.16411e-08,2441.04,16269.9,2445.67,1
127,0,0.005,0.00462305,0.00680974,1.6806,23.4369,12.9329,26.8211,-3.14232,17.6444,7.24072,19.3294,0.102388,0.702777,0.00027305,2.1208e-08,2432.46,16227.5,2436.77,1
128,0,0.005,0.0046252,0.0068112,1.65094,22.734,12.5065,25.9995,-3.26565,16.4407,6.46554,17.9657,0.0949058,0.698111,0.0002752,2.07748e-08,2423.88,16185.2,2427.88,1
129,0,0.005,0.00462735,0.00681266,1.62129,22.0313,12.0802,25.1782,-3.38895,15.2373,5.69053,16.6146,0.0874252,0.693447,0.00027735,2.03417e-08,2415.3,16142.8,2418.99,1
130,0,0.005,0.0046295,0.00681412,1.59164,21.3286,11.6539,24.3569,-3.51225,14.034,4.91552,15.2791,0.0799446,0.688783,0.0002795,1.99086e-08,2406.72,16100.5,2410.1,1
131,0,0.005,0.00463165,0.00681558,1.56217,20.6561,11.2459,23.5709,-3.62694,12.8896,4.17905,14.0271,0.0731657,0.68431,0.00028165,1.97271e-08,2398.09,16059.5,2401.19,1
132,0,0.005,0.0046338,0.00681705,1.53369,20.1562,10.9426,22.9862,-3.69233,12.0826,3.6631,13.1545,0.0704025,0.680933,0.0002838,2.09854e-08,2389.18,16026.1,2392.16,1
133,0,0.005,0.00463595,0.00681851,1.5052,19.6563,10.6392,22.4015,-3.75772,11.2757,3.14716,12.2949,0.0676394,0.677555,0.00028595,2.22437e-08,2380.28,15992.8,2383.14,1
134,0,0.005,0.0046381,0.00681997,1.47672,19.1564,10.3359,21.8169,-3.82311,10.4687,2.63121,11.4513,0.0648762,0.674177,0.0002881,2.35021e-08,2371.37,15959.5,2374.12,1
