Point ID,Points_0,Points_1,Points_2,Points_Magnitude,UMean_0,UMean_1,UMean_2,UMean_Magnitude,U_0,U_1,U_2,U_Magnitude,alpha.oil,alpha.oilMean,arc_length,nut,p,pMean,p_rgh,vtkValidPointMask
28,0,0.004168,0.0055,0.00690089,-2.69637,0.846461,0.272117,2.83918,-3.58674,1.31796,-0.158003,3.82449,0.996315,0.85671,0.000168,9.90144e-07,6320.37,35335.7,6355.5,1
29,0,0.004174,0.0055,0.00690451,-2.72089,0.877176,0.286849,2.87314,-3.6378,1.39113,-0.154629,3.89779,0.995683,0.847669,0.000174,1.06174e-06,6265.54,35010.3,6300.7,1
30,0,0.00418,0.0055,0.00690814,-2.7454,0.90789,0.301582,2.90731,-3.68885,1.4643,-0.151255,3.97174,0.995051,0.838628,0.00018,1.13333e-06,6210.71,34684.9,6245.9,1
31,0,0.004186,0.0055,0.00691177,-2.76884,0.93964,0.318397,2.94122,-3.73919,1.537,-0.148573,4.04549,0.994411,0.829609,0.000186,1.20709e-06,6155.96,34360.2,6191.17,1
32,0,0.004192,0.0055,0.00691541,-2.79168,0.97196,0.336362,2.97512,-3.78914,1.60944,-0.146275,4.11938,0.993767,0.820602,0.000192,1.28204e-06,6101.25,34035.9,6136.49,1
33,0,0.004198,0.0055,0.00691905,-2.81452,1.00428,0.354327,3.00926,-3.83908,1.68189,-0.143976,4.19381,0.993123,0.811595,0.000198,1.357e-06,6046.54,33711.5,6081.81,1
34,0,0.004204,0.0055,0.00692269,-2.83736,1.0366,0.372292,3.04364,-3.88902,1.75433,-0.141678,4.26875,0.992479,0.802589,0.000204,1.43195e-06,5991.83,33387.1,6027.12,1
35,0,0.00421,0.0055,0.00692633,-2.8602,1.06892,0.390257,3.07825,-3.93897,1.82677,-0.13938,4.34419,0.991834,0.793582,0.00021,1.5069e-06,5937.11,33062.8,5972.44,1
36,0,0.004216,0.0055,0.00692998,-2.88304,1.10124,0.40822,3.11308,-3.98891,1.89921,-0.137081,4.42008,0.99119,0.784576,0.000216,1.58185e-06,5882.41,32738.4,5917.76,1
37,0,0.004222,0.0055,0.00693363,-2.90588,1.13356,0.426185,3.14813,-4.03885,1.97165,-0.134783,4.49643,0.990546,0.77557,0.000222,1.6568e-06,5827.7,32414.1,5863.08,1
38,0,0.004228,0.0055,0.00693729,-2.92872,1.16588,0.44415,3.18338,-4.08879,2.04409,-0.132484,4.57319,0.989902,0.766563,0.000228,1.73176e-06,5772.98,32089.7,5808.4,1
39,0,0.004234,0.0055,0.00694095,-2.91721,1.19272,0.455448,3.18436,-4.07534,2.08545,-0.124603,4.57964,0.987406,0.761512,0.000234,1.82933e-06,5709.56,31793.7,5744.93,1
40,0,0.00424,0.0055,0.00694461,-2.90511,1.21947,0.46663,3.18505,-4.06079,2.12628,-0.116624,4.58527,0.984878,0.75653,0.00024,1.9273e-06,5645.99,31498.3,5681.31,1
41,0,0.004246,0.0055,0.00694827,-2.89301,1.24621,0.477811,3.18604,-4.04624,2.1671,-0.108645,4.59131,0.982349,0.751547,0.000246,2.02526e-06,5582.42,31202.8,5617.69,1
42,0,0.004252,0.0055,0.00695194,-2.88091,1.27296,0.488993,3.18735,-4.03168,2.20792,-0.100667,4.59778,0.979821,0.746565,0.000252,2.12323e-06,5518.85,30907.4,5554.07,1
43,0,0.004258,0.0055,0.00695561,-2.86881,1.29971,0.500175,3.18896,-4.01713,2.24875,-0.0926877,4.60465,0.977293,0.741583,0.000258,2.2212e-06,5455.28,30612,5490.45,1
44,0,0.004264,0.0055,0.00695929,-2.85671,1.32645,0.511356,3.19089,-4.00258,2.28957,-0.0847089,4.61193,0.974764,0.7366,0.000264,2.31917e-06,5391.71,30316.5,5426.83,1
45,0,0.00427,0.0055,0.00696297,-2.84394,1.3531,0.521596,3.19233,-3.98811,2.3316,-0.0764981,4.62031,0.972131,0.731609,0.00027,2.41772e-06,5328.36,30022.5,5363.44,1
46,0,0.004276,0.0055,0.00696665,-2.82866,1.37938,0.528293,3.1911,-3.97399,2.37816,-0.0674155,4.63172,0.969103,0.726584,0.000276,2.51848e-06,5265.89,29733.7,5300.9,1
47,0,0.004282,0.0055,0.00697033,-2.81338,1.40566,0.53499,3.19017,-3.95987,2.42472,-0.0583321,4.64362,0.966075,0.721558,0.000282,2.61925e-06,5203.4,29444.9,5238.35,1
48,0,0.004288,0.0055,0.00697402,-2.7981,1.43193,0.541688,3.18955,-3.94575,2.47129,-0.0492487,4.65603,0.963047,0.716533,0.000288,2.72002e-06,5140.92,29156.2,5175.8,1
49,0,0.004294,0.0055,0.00697771,-2.78282,1.45821,0.548385,3.18923,-3.93162,2.51785,-0.0401654,4.66892,0.960018,0.711507,0.000294,2.82079e-06,5078.44,28867.4,5113.25,1
50,0,0.0043,0.0055,0.0069814,-2.76754,1.48449,0.555082,3.18922,-3.9175,2.56441,-0.031082,4.68231,0.95699,0.706482,0.0003,2.92156e-06,5015.96,28578.6,5050.71,1
51,0,0.004306,0.0055,0.0069851,-2.75226,1.51077,0.561779,3.18951,-3.90338,2.61098,-0.0219986,4.69617,0.953962,0.701456,0.000306,3.02232e-06,4953.48,28289.9,4988.16,1
52,0,0.004312,0.0055,0.0069888,-2.73698,1.53704,0.568477,3.1901,-3.88925,2.65754,-0.0129153,4.71052,0.950934,0.696431,0.000312,3.12309e-06,4891,28001.1,4925.61,1
53,0,0.004318,0.0055,0.0069925,-2.7217,1.56332,0.575174,3.191,-3.87513,2.70411,-0.00383192,4.72534,0.947905,0.691406,0.000318,3.22386e-06,4828.52,27712.3,4863.06,1
54,0,0.004324,0.0055,0.00699621,-2.70642,1.5896,0.581871,3.1922,-3.86101,2.75067,0.00525145,4.74063,0.944877,0.68638,0.000324,3.32463e-06,4766.04,27423.5,4800.52,1
55,0,0.00433,0.0055,0.00699992,-2.69114,1.61588,0.588569,3.1937,-3.84688,2.79724,0.0143348,4.75639,0.941849,0.681355,0.00033,3.4254e-06,4703.55,27134.8,4737.97,1
56,0,0.004336,0.0055,0.00700363,-2.67586,1.64215,0.595265,3.1955,-3.83276,2.8438,0.0234175,4.77261,0.938821,0.67633,0.000336,3.52616e-06,4641.08,26846,4675.43,1
57,0,0.004342,0.0055,0.00700735,-2.66058,1.66843,0.601963,3.19761,-3.81864,2.89036,0.0325008,4.78928,0.935793,0.671304,0.000342,3.62693e-06,4578.6,26557.2,4612.88,1
58,0,0.004348,0.0055,0.00701107,-2.6453,1.69471,0.60866,3.20002,-3.80452,2.93692,0.0415842,4.80641,0.932764,0.666279,0.000348,3.72769e-06,4516.12,26268.5,4550.33,1
59,0,0.004354,0.0055,0.00701479,-2.63002,1.72099,0.615357,3.20273,-3.79039,2.98349,0.0506676,4.82399,0.929736,0.661253,0.000354,3.82846e-06,4453.63,25979.7,4487.78,1
60,0,0.00436,0.0055,0.00701852,-2.61474,1.74727,0.622055,3.20574,-3.77627,3.03005,0.0597509,4.842,0.926708,0.656228,0.00036,3.92923e-06,4391.15,25690.9,4425.24,1
61,0,0.004366,0.0055,0.00702225,-2.58982,1.77363,0.618747,3.19933,-3.73761,3.02266,0.0679625,4.80737,0.924352,0.653507,0.000366,4.01508e-06,4343.61,25419.4,4377.65,1
62,0,0.004372,0.0055,0.00702598,-2.56322,1.8,0.613708,3.19166,-3.69471,3.00593,0.0760232,4.76364,0.922113,0.651186,0.000372,4.09834e-06,4298.66,25150.9,4332.66,1
63,0,0.004378,0.0055,0.00702971,-2.53662,1.82637,0.608668,3.18442,-3.6518,2.9892,0.0840839,4.71996,0.919874,0.648865,0.000378,4.1816e-06,4253.71,24882.3,4287.67,1
64,0,0.004384,0.0055,0.00703345,-2.51002,1.85275,0.603629,3.17762,-3.6089,2.97247,0.0921446,4.67634,0.917635,0.646544,0.000384,4.26486e-06,4208.76,24613.8,4242.69,1
65,0,0.00439,0.0055,0.00703719,-2.48342,1.87912,0.598589,3.17125,-3.56599,2.95574,0.100205,4.63279,0.915396,0.644222,0.00039,4.34812e-06,4163.81,24345.2,4197.7,1
66,0,0.004396,0.0055,0.00704094,-2.45683,1.9055,0.59355,3.16531,-3.52309,2.93901,0.108265,4.5893,0.913157,0.641901,0.000396,4.43138e-06,4118.86,24076.7,4152.71,1
67,0,0.004402,0.0055,0.00704469,-2.43023,1.93187,0.58851,3.15982,-3.48018,2.92228,0.116326,4.54587,0.910918,0.63958,0.000402,4.51464e-06,4073.91,23808.2,4107.72,1
68,0,0.004408,0.0055,0.00704844,-2.40363,1.95825,0.583471,3.15477,-3.43728,2.90555,0.124387,4.50251,0.908679,0.637259,0.000408,4.5979e-06,4028.95,23539.6,4062.73,1
69,0,0.004414,0.0055,0.00705219,-2.37703,1.98462,0.578431,3.15017,-3.39437,2.88882,0.132447,4.45921,0.90644,0.634937,0.000414,4.68116e-06,3984,23271.1,4017.74,1
70,0,0.00442,0.0055,0.00705595,-2.35043,2.01099,0.573391,3.14602,-3.35147,2.87209,0.140508,4.41599,0.904201,0.632616,0.00042,4.76442e-06,3939.05,23002.5,3972.75,1
71,0,0.004426,0.0055,0.00705971,-2.32384,2.03737,0.568352,3.14231,-3.30856,2.85536,0.148569,4.37284,0.901961,0.630295,0.000426,4.84768e-06,3894.1,22734,3927.76,1
72,0,0.004432,0.0055,0.00706347,-2.29724,2.06374,0.563312,3.13905,-3.26566,2.83863,0.15663,4.32976,0.899722,0.627973,0.000432,4.93094e-06,3849.15,22465.4,3882.77,1
73,0,0.004438,0.0055,0.00706724,-2.27064,2.09012,0.558273,3.13625,-3.22275,2.8219,0.16469,4.28676,0.897483,0.625652,0.000438,5.01421e-06,3804.19,22196.9,3837.78,1
74,0,0.004444,0.0055,0.00707101,-2.24404,2.11649,0.553233,3.1339,-3.17984,2.80517,0.172751,4.24384,0.895244,0.623331,0.000444,5.09747e-06,3759.24,21928.4,3792.79,1
75,0,0.00445,0.0055,0.00707478,-2.21744,2.14287,0.548194,3.132,-3.13694,2.78844,0.180812,4.20101,0.893005,0.62101,0.00045,5.18073e-06,3714.29,21659.8,3747.8,1
76,0,0.004456,0.0055,0.00707855,-2.19299,2.17009,0.545862,3.13312,-3.10648,2.76608,0.183228,4.16353,0.891321,0.618687,0.000456,5.24434e-06,3674.48,21386.7,3707.97,1
77,0,0.004462,0.0055,0.00708233,-2.17042,2.19806,0.54592,3.13691,-3.08701,2.73875,0.180662,4.13074,0.890126,0.616364,0.000462,5.29062e-06,3639.19,21109.6,3672.69,1
78,0,0.004468,0.0055,0.00708611,-2.14785,2.22603,0.545978,3.14111,-3.06753,2.71143,0.178095,4.09797,0.888931,0.61404,0.000468,5.33689e-06,3603.91,20832.5,3637.41,1
79,0,0.004474,0.0055,0.0070899,-2.12529,2.254,0.546036,3.14571,-3.04806,2.6841,0.175529,4.0652,0.887737,0.611716,0.000474,5.38317e-06,3568.62,20555.4,3602.12,1
80,0,0.00448,0.0055,0.00709369,-2.10272,2.28197,0.546095,3.15072,-3.02859,2.65677,0.172963,4.03246,0.886542,0.609393,0.00048,5.42945e-06,3533.34,20278.3,3566.84,1
81,0,0.004486,0.0055,0.00709748,-2.08015,2.30994,0.546153,3.15613,-3.00912,2.62945,0.170397,3.99973,0.885347,0.607069,0.000486,5.47572e-06,3498.05,20001.2,3531.56,1
82,0,0.004492,0.0055,0.00710127,-2.05759,2.33791,0.546211,3.16193,-2.98964,2.60212,0.167831,3.96701,0.884152,0.604745,0.000492,5.522e-06,3462.77,19724.1,3496.28,1
83,0,0.004498,0.0055,0.00710507,-2.03695,2.36535,0.540343,3.16797,-3.03039,2.55311,0.158245,3.96569,0.881199,0.603339,0.000498,5.47834e-06,3427.15,19489.9,3460.59,1
84,0,0.004504,0.0055,0.00710887,-2.0177,2.39242,0.530248,3.17426,-3.1141,2.48863,0.143652,3.98893,0.876992,0.602588,0.000504,5.37051e-06,3391.29,19286.2,3424.61,1
85,0,0.00451,0.0055,0.00711267,-1.99845,2.41949,0.520152,3.18092,-3.19781,2.42415,0.129059,4.01487,0.872784,0.601836,0.00051,5.26269e-06,3355.43,19082.6,3388.63,1
86,0,0.004516,0.0055,0.00711648,-1.97919,2.44656,0.510057,3.18795,-3.28151,2.35968,0.114467,4.04345,0.868576,0.601084,0.000516,5.15487e-06,3319.58,18879,3352.66,1
87,0,0.004522,0.0055,0.00712029,-1.95994,2.47363,0.499961,3.19533,-3.36522,2.2952,0.0998735,4.07463,0.864368,0.600333,0.000522,5.04704e-06,3283.72,18675.3,3316.68,1
88,0,0.004528,0.0055,0.0071241,-1.94069,2.5007,0.489865,3.20308,-3.44893,2.23072,0.0852802,4.10834,0.860161,0.599581,0.000528,4.93922e-06,3247.87,18471.7,3280.7,1
89,0,0.004534,0.0055,0.00712791,-1.92143,2.52777,0.479769,3.21118,-3.53264,2.16624,0.070687,4.14453,0.855953,0.598829,0.000534,4.83139e-06,3212.01,18268,3244.72,1
90,0,0.00454,0.0055,0.00713173,-1.90218,2.55484,0.469673,3.21964,-3.61635,2.10176,0.0560937,4.18312,0.851745,0.598078,0.00054,4.72357e-06,3176.16,18064.4,3208.74,1
91,0,0.004546,0.0055,0.00713555,-1.88293,2.58191,0.459578,3.22845,-3.70005,2.03729,0.0415005,4.22406,0.847537,0.597326,0.000546,4.61574e-06,3140.3,17860.7,3172.76,1
92,0,0.004552,0.0055,0.00713938,-1.86367,2.60898,0.449482,3.2376,-3.78376,1.97281,0.0269073,4.26727,0.84333,0.596574,0.000552,4.50791e-06,3104.44,17657.1,3136.79,1
93,0,0.004558,0.0055,0.0071432,-1.84442,2.63605,0.439386,3.2471,-3.86747,1.90833,0.012314,4.31268,0.839122,0.595822,0.000558,4.40009e-06,3068.59,17453.5,3100.81,1
94,0,0.004564,0.0055,0.00714703,-1.82573,2.6634,0.428793,3.25743,-3.94314,1.84389,-0.000834432,4.35296,0.835725,0.595148,0.000564,4.29716e-06,3034.01,17251.3,3066.14,1
95,0,0.00457,0.0055,0.00715087,-1.80814,2.69134,0.417219,3.26906,-4.00292,1.77955,-0.0111287,4.38067,0.833931,0.594627,0.00057,4.20392e-06,3001.95,17051.9,3034.05,1
96,0,0.004576,0.0055,0.0071547,-1.79055,2.71927,0.405646,3.28101,-4.0627,1.71521,-0.0214221,4.40998,0.832138,0.594105,0.000576,4.11068e-06,2969.89,16852.6,3001.96,1
97,0,0.004582,0.0055,0.00715854,-1.77297,2.7472,0.394072,3.2933,-4.12249,1.65086,-0.0317163,4.44086,0.830343,0.593584,0.000582,4.01744e-06,2937.83,16653.3,2969.88,1
98,0,0.004588,0.0055,0.00716238,-1.75538,2.77513,0.382498,3.30591,-4.18227,1.58651,-0.0420105,4.47327,0.82855,0.593062,0.000588,3.92419e-06,2905.77,16454,2937.79,1
99,0,0.004594,0.0055,0.00716623,-1.73779,2.80307,0.370924,3.31884,-4.24205,1.52217,-0.0523048,4.50719,0.826755,0.592541,0.000594,3.83095e-06,2873.71,16254.7,2905.7,1
100,0,0.0046,0.0055,0.00717008,-1.7202,2.831,0.35935,3.33208,-4.30183,1.45782,-0.062599,4.54257,0.824961,0.592019,0.0006,3.7377e-06,2841.65,16055.4,2873.62,1
101,0,0.004606,0.0055,0.00717393,-1.70261,2.85893,0.347776,3.34564,-4.36162,1.39348,-0.0728932,4.57939,0.823167,0.591498,0.000606,3.64446e-06,2809.58,15856,2841.53,1
102,0,0.004612,0.0055,0.00717778,-1.68503,2.88686,0.336202,3.35951,-4.4214,1.32913,-0.0831874,4.61761,0.821373,0.590976,0.000612,3.55121e-06,2777.52,15656.7,2809.44,1
103,0,0.004618,0.0055,0.00718164,-1.66744,2.9148,0.324628,3.37369,-4.48118,1.26479,-0.0934817,4.65719,0.819579,0.590455,0.000618,3.45797e-06,2745.46,15457.4,2777.35,1
104,0,0.004624,0.0055,0.0071855,-1.64985,2.94273,0.313054,3.38816,-4.54097,1.20044,-0.103776,4.69811,0.817785,0.589933,0.000624,3.36472e-06,2713.4,15258.1,2745.27,1
105,0,0.00463,0.0055,0.00718936,-1.63333,2.97109,0.301197,3.4038,-4.60487,1.13915,-0.116191,4.7451,0.814136,0.589493,0.00063,3.2732e-06,2681.86,15066.5,2713.62,1
106,0,0.004636,0.0055,0.00719323,-1.62322,3.00203,0.287648,3.42487,-4.69341,1.09616,-0.141298,4.82178,0.799382,0.589541,0.000636,3.19197e-06,2653.37,14921.7,2684.58,1
107,0,0.004642,0.0055,0.00719709,-1.6131,3.03297,0.274101,3.44617,-4.78194,1.05318,-0.166402,4.89937,0.78463,0.589589,0.000642,3.11075e-06,2624.89,14776.8,2655.54,1
108,0,0.004648,0.0055,0.00720097,-1.60298,3.06391,0.260552,3.4677,-4.87048,1.01019,-0.191509,4.97782,0.769876,0.589637,0.000648,3.02952e-06,2596.4,14632,2626.5,1
109,0,0.004654,0.0055,0.00720484,-1.59286,3.09485,0.247003,3.48946,-4.95901,0.967202,-0.216615,5.0571,0.755123,0.589684,0.000654,2.94829e-06,2567.91,14487.1,2597.46,1
110,0,0.00466,0.0055,0.00720872,-1.58274,3.12579,0.233455,3.51143,-5.04755,0.924214,-0.241722,5.13716,0.74037,0.589732,0.00066,2.86706e-06,2539.43,14342.3,2568.43,1
111,0,0.004666,0.0055,0.0072126,-1.57262,3.15673,0.219906,3.53362,-5.13609,0.881225,-0.266828,5.21797,0.725616,0.58978,0.000666,2.78584e-06,2510.94,14197.4,2539.39,1
112,0,0.004672,0.0055,0.00721648,-1.56121,3.18682,0.20985,3.55489,-5.19418,0.819973,-0.312589,5.26779,0.703868,0.589499,0.000672,2.74159e-06,2495.64,14056,2523.26,1
113,0,0.004678,0.0055,0.00722037,-1.54967,3.21681,0.200164,3.57623,-5.24904,0.756783,-0.360541,5.31556,0.681378,0.589183,0.000678,2.70127e-06,2481.74,13915,2508.5,1
114,0,0.004684,0.0055,0.00722425,-1.53812,3.24681,0.190478,3.59776,-5.30391,0.693593,-0.408493,5.36464,0.658888,0.588867,0.000684,2.66094e-06,2467.85,13774,2493.73,1
115,0,0.00469,0.0055,0.00722815,-1.52657,3.2768,0.180792,3.61947,-5.35877,0.630403,-0.456445,5.41499,0.636398,0.588551,0.00069,2.62062e-06,2453.95,13633,2478.97,1
116,0,0.004696,0.0055,0.00723204,-1.51503,3.30679,0.171107,3.64136,-5.41363,0.567213,-0.504397,5.46658,0.613908,0.588234,0.000696,2.58029e-06,2440.05,13492,2464.21,1
117,0,0.004702,0.0055,0.00723594,-1.50348,3.33679,0.161422,3.66342,-5.46849,0.504028,-0.552345,5.51937,0.59142,0.587918,0.000702,2.53997e-06,2426.15,13351.1,2449.45,1
118,0,0.004708,0.0055,0.00723984,-1.49193,3.36678,0.151736,3.68566,-5.52335,0.440839,-0.600298,5.57333,0.568929,0.587602,0.000708,2.49965e-06,2412.25,13210.1,2434.69,1
119,0,0.004714,0.0055,0.00724374,-1.48039,3.39678,0.14205,3.70807,-5.57821,0.377649,-0.64825,5.62843,0.546439,0.587286,0.000714,2.45933e-06,2398.35,13069.1,2419.93,1
120,0,0.00472,0.0055,0.00724765,-1.46884,3.42677,0.132364,3.73065,-5.63307,0.314459,-0.696202,5.68463,0.523949,0.58697,0.00072,2.419e-06,2384.46,12928.1,2405.17,1
121,0,0.004726,0.0055,0.00725156,-1.45729,3.45676,0.122679,3.7534,-5.68793,0.251269,-0.744154,5.7419,0.501459,0.586654,0.000726,2.37868e-06,2370.56,12787.1,2390.4,1
122,0,0.004732,0.0055,0.00725547,-1.44575,3.48676,0.112993,3.7763,-5.74279,0.188079,-0.792106,5.80021,0.478969,0.586338,0.000732,2.33835e-06,2356.66,12646.1,2375.64,1
123,0,0.004738,0.0055,0.00725938,-1.4342,3.51675,0.103307,3.79936,-5.79765,0.124889,-0.840058,5.85953,0.456479,0.586022,0.000738,2.29803e-06,2342.76,12505.1,2360.88,1
124,0,0.004744,0.0055,0.0072633,-1.42265,3.54675,0.0936213,3.82258,-5.85252,0.0616994,-0.88801,5.91982,0.433989,0.585706,0.000744,2.25771e-06,2328.86,12364.1,2346.12,1
125,0,0.00475,0.0055,0.00726722,-1.41111,3.57674,0.0839355,3.84595,-5.90738,-0.00149048,-0.935962,5.98106,0.411499,0.58539,0.00075,2.21738e-06,2314.96,12223.1,2331.36,1
126,0,0.004756,0.0055,0.00727114,-1.39956,3.60674,0.0742498,3.86947,-5.96224,-0.0646803,-0.983914,6.04322,0.389009,0.585074,0.000756,2.17706e-06,2301.07,12082.1,2316.6,1
127,0,0.004762,0.0055,0.00727507,-1.38802,3.63673,0.0645647,3.89314,-6.0171,-0.127865,-1.03186,6.10627,0.36652,0.584758,0.000762,2.13674e-06,2287.17,11941.1,2301.84,1
128,0,0.004768,0.0055,0.007279,-1.37839,3.66714,0.0553706,3.91803,-6.01866,-0.175391,-1.08102,6.11749,0.346852,0.584732,0.000768,2.10984e-06,2278.65,11815.3,2292.57,1
129,0,0.004774,0.0055,0.00728293,-1.37081,3.698,0.0467036,3.94417,-5.96306,-0.206117,-1.13148,6.07296,0.330211,0.585018,0.000774,2.09734e-06,2275.92,11705.7,2289.18,1
130,0,0.00478,0.0055,0.00728686,-1.36324,3.72886,0.0380367,3.97042,-5.90746,-0.236843,-1.18194,6.02919,0.31357,0.585304,0.00078,2.08485e-06,2273.18,11596.1,2285.8,1
131,0,0.004786,0.0055,0.0072908,-1.35566,3.75972,0.0293698,3.99677,-5.85186,-0.267569,-1.2324,5.98621,0.296928,0.58559,0.000786,2.07235e-06,2270.44,11486.6,2282.42,1
132,0,0.004792,0.0055,0.00729474,-1.34561,3.78943,0.022136,4.02131,-5.80305,-0.27252,-1.27375,5.94745,0.283698,0.585971,0.000792,2.05976e-06,2267.68,11387.2,2279.14,1
133,0,0.004798,0.0055,0.00729869,-1.33397,3.81839,0.0158218,4.04473,-5.75861,-0.26093,-1.30925,5.91133,0.272655,0.586414,0.000798,2.04712e-06,2264.92,11294.4,2275.94,1
